I wonder who will be Practice Trump.
My latest Trump Moments mini-video. Title: DEATH Loves Trump. Enjoy... cry... laugh...SHARE!  Steve T. PS: Text below video has links to my 'other' 18 recent anti-Trump videos!
My latest Trump Moments mini-video. Title: DEATH Loves Trump. Enjoy... cry... laugh...SHARE!  Steve T. PS: Text below video has links to my 'other' 18 recent anti-Trump videos!
Teacher’s viral essay shows how Trump’s COVID-19 failures are turning Republicans away from party
And in a related story, 160,000 Americans have died from the coronavirus thanks to Donald Trump’ gross negligence and incompetence.
I also realized that most of trump’s supporters to do not follow him on Twitter. This makes a lot of sense to me. It is impossible for a sane person to follow him and still think he is fit to be president. Same for Biden.
Gov. John Bel Edwards has issued a letter to President Trump asking that the federal government help the state keep the Louisiana National Guard (LANG) active in the COVID-19 crisis at 100 percent funding instead of 75 percent.
Ummmm....Trump raped teenagers on Epstein's Island so.......
Don’t you know the old saying? The one that never existed before but Trump would swear he’s been using it for months, years, decades even! “You’re either an Anti-Semite or a Yo-Semite.”
There are plenty of us who don’t feel abortion is an answer. Lots of Republicans say they are against the practice but have been caught paying for daughters, girlfriends or mistresses abortions. If you like I can pull the list starting with the ones in the Trump administration.
I am not even as high on Trump as I used to be, but I call it like I see it. I think we need to involve a third candidate (or fourth?) in the national presidential debates. Why are the democrats and republicans so scared to allow this?
If Trump has a press conference, and his only word is “Up.”, Biden will say, “If I’m elected president, down.” because his whole platform is getting Trump out of office.
It seems to me that the left doesn’t want to win this, or they are trying to force their real pick through. Biden’s platform is “We need to get Trump out of office.” There were many better candidates than Biden available but the left got their guy 🤷🏻‍♂️
"Trump will drain the swamp and return government to the people! Also, Trump is a member of America's elite and he is simply on a higher plane than some of you."
Donald Trump is a simp with money
Quite simply, Donald Trump’s distractions and rehtoric have needlessly killed Americans. Not much else to it :/
The People of this nation needs to let Pence and Trump that SCOTUS should not rule on the side of conservatives or dems only on the side of JUSTICE
No. Your mom’s basement creepy secret agent “q”. 😂😂😂😂😂😂😂😂😂😂😂😂. Get ready, Biden’s gonna be you and your mom’s President. You can be Trump’s pen pal, and maybe even get to meet his friend big Bubba. You and your mom can have conjugal visits.
Biden cares about Black votes.  Trump cares about Black people.
Dr Dooley, as a Bernie Sanders supporter, do you feel that Senator Sanders &amp; Joe Biden more closely align with regards to their political positions, or do you feel that Donald Trump and Bernie Sanders are more on the same page?
All humans make mistakes, but not all the time. Trump says things everyday thats offensive to everyone
TRUMP 2020: He Kept The Death Toll Under A Million!!!
Photo taken 'out of context' as in suggesting Trump said Lysol might work was taken 'out of context.' You expect us to deny what the world sees, a breeding ground hallway!!! Girl who posted is a HERO, trying to SAVE LIVES. Sad!
Trump. Reading. You’re so funny!
I'm very critical of the bullshit Trump pulls. But at least I'm consistent in it.
Yes indeed, Trump is fighting the evil. God bless him. He is our only hope!
Donald Trump: A Life in Racism  #Trump #RacistInChief  #AmericaOrTrump
You're a Republican who licks Trump's boot, you don't get to talk about ANYONE setting women back
“Older Americans have earned their benefits through a lifetime of work. Their retirement security should not be put at risk because President Trump is mad at Congress for not bending to his will.”
Kanye West Admits His Fake Campaign Is A Ploy To Help Donald Trump Win  via
Good news...
President Trump Signs Executive Order to Ban TikTok and WeChat in 45 Days
What’s some cool profiles to follow on here? Pro America or pro Trump ONLY, I despise liberals and establishment democrats
I used to take it that and vyvanse. Lawd I created so many Trump memes and got suspended on twitter so many times 😭   I’m glad I quit taking it, i think it made me crazy🤪
President Trump Signs Executive Order to Ban TikTok and WeChat in 45 Days
I heard what he said perfectly, I’m not Trump
You better pray #trump gets reelected otherwise your out of a job. Without trump y'all have no business model for ratings
Trump &amp; Kanye both should be on an immediate 72 hour psychiatric hold, in the name of national security. Just to check shit out. Seriously, if I or anyone else I know acted like either of these two, FOR ONE MIN, within the hour we’d be fitted for a fkn straightjacket!!!
There’s actual lawsuits against trump. Show me any court cases or people coming out saying Biden is a pedophile and molested them.
Show me any credible evidence of Biden being a pedophile. I’ll show you all the credible words from trump himself he’s actually a terrible person.
DEATH' Loves Trump - STEVE'S EXCLUSIVE TRUMP MOMENTS  via
It hurts when Trump touches it 🤷🏽‍♂️
U failed! You should not let the interview proceed till Kellyanne  answered YES or NO to one simple question:  Do you agree with Trump's statement to American people that kids are nearly immune from covid-19? IF yes name one expert who says kids R immune?
Giuliani argued that an earlier debate should be scheduled, as several states will have begun early voting by the first debate on September 29.
The new order bans TikTok under the National Emergencies Act and is set to take effect in 45 days.
but he keeps denying as nobody has opened smoothly. College Football is delaying, Major League Baseball is spotty, and only the NBA seems to be running a schedule.  Predictions of 300,000 dead before inauguration makes for an unbelievable Trump swearing in.  Biden's lead holds
concerted effort by #TrumpLies to downplay rising death toll and to evade the truth that US casualties are by far much worse than any other country has left school kids dangling as pawns.  Trump's constant harangue about schools now is wobbling under outbreaks at the early opened
Three months from Election Day, President Trump offered a loosely defined set of promises for his second term, some of which are based on the coronavirus pandemic and on the economy.
Is this about the water and the 15 flushes trump has to do before his big ass 💩 go down?
Come on! I mean, who could blame him for faking an excuse to meet with Donald Trump??
Trump signed an executive order to ban the app
So someone that actually directly works with Trump submitting signatures to get Kanye on the ballet isn’t the GOP using him??
The trump administration.
Trump Hoaxed America  via
Trump is too afraid to face kids that mock him !
Siri? Please show me what breathtaking stupidity looks like?  #Thighland #Trump #TrumpsEnablers
President Trump issued an executive order Thursday evening to ban the popular mobile app TikTok from operating in the United States unless its Chinese parent company ByteDance agrees to sell it.
President Donald Trump said tonight that he has signed an executive order to shut down the use of Chinese-based social media applications TikTok and WeChat in 45 days.
Trump Vodka™️?
Oh, please let it be! I would pay good money to see Alexandria Ocasio-Cortez debate Trump or question him in a congressional hearing. There would be little left of the man afterward.   #AOC #Trump #AmericaOrTrump #GreenNewDeal
McConnell seemed to downplay the significance of the Trump meeting, telling a reporter merely that “we talked a little bit about everything.”
Red stands for communism. Trump is a Nazi.
President Trump -Louisiana needs your help !! #savemystate #icantbreathe  #trump #corrupt
NY AG Letitia James to make ‘major’ announcement after Deutsche Bank turns over Trump finances
😢😢😢😢😢😡😡😡😡 I have young grandchildren and this evil misogynistic trump makes me beyond angry because of this, the 160,000 deaths he caused by inaction, the unemployment, the unprecedented national debt in the trillions, his ongoing crimes....
Let’s get this clear, I won’t be happy about voting for Joe Biden. But I shall be celebrating that I didn’t vote Donald Trump! 🥳 🎉
This is commonsense if you are paying attention.   If satan himself came and impregnated their daughter and revealed himself as trump they'd still vote for him.  They won't wear a mask because it's their body, their right to choose..  But!   You know the rest.
Trump doesn’t care for Hispanics. Perhaps you’ve heard of the locked up sick and dying children in your area?
Speaking of learning, have you ever studied political history?. I would hazard a guess that you have not, much like the other &gt;30% of trump followers. And of that percentage, many are too stupid to vote.
Republicans, when will you ever get tired of being total scumbags. Following Donald Trump does that every time. He's scum, so you the follower of Scum is well, you know you are anyway, and don't care.  Keep on though, look at the polls. LMAO!!
"DINKLEBERG" but for Trump
"Older Americans have earned their benefits through a lifetime of work. Their retirement security should not be put at risk because President Trump is mad at Congress for not bending to his will." —Richard Fiesta, Alliance for Retired Americans
I’m still voting Biden cause fuck Trump.
Your boyfriend is going down! Biden 2020. Trump prison 2021. Those financials will me made public re: US Supreme Court. Keep drinking the rancid covid koolaid.
Trump Thighs™️  #Thighland
I know I’m being paranoid BUT is Trump playing us? Republicans always to well with mail in ballots. Is he playing us because he has plans to high Jack mail in ballots some how? Use the post office to lose ballots in certain zip codes. Are we playing into his hands?
#BREAKING: Trump's visit to battleground Ohio overshadowed by coronavirus... and Thighland
TRUMP 2020: 300,000? Still Less Than A Million!!!
“John McCain was friends with Joe Biden for 40 years. They worked together even when they disagreed. Biden eulogized McCain.   Trump repeatedly insulted him. “
This is too funny. Trump is scared  to death. So much so that he's giving his GOP convention acceptance speech from Death Valley...
When you don’t know history you say things like Trump. Don’t say things like Trump. Learn history!
This is what Leftist are using to try and defeat Trump - lies and fabrications. It’s quite pathetic when Dems have done nothing for people and Donald has.  A third party fact checker is being used as a front when Donald speaks the TRUTH and it goes against mainstream LIES.
Days after saying #Soros funds #Antifa, #Trump returns to the “International Jew,” blaming “globalists” for America’s problems. Trump’s #antisemitism has already inspired murderous violence. When a hateful man speaks from behind the presidential seal, the danger is immeasurable.
#NRAwayne said it clearly: NRA owns Trump
Nobody’s done more for imaginary African Americans in this country than Donald J. Trump.
Republicans supporting Trump are assisting Kanye with his campaign, only to sway young voters and tip the scales for Re-Trump. You devils you.
o Footage Shows President Trump Mocking The National Anthem During Super B...  via
Footage Shows President Trump Mocking The National Anthem During Super B...  via
“Twitter Is Locking People Fact-Checking Trump Out Of Their Accounts” WELL STOP TWEET QUOTES because that expands the lies! Just say #TrumpLies about #COVID-19 so Twitter did something about it! You want to fact chec? Do it without repeating false claims
"Irregularities" found in Trump administration’s contract for company used to collect COVID-19 data” “The process by which HHS awarded the contract is normally used for innovative scientific research, not the building of government databases." #TrumpLies
“You can’t fart around for weeks on end and then give a confused, half-baked, not very serious response.” That’s a scientific comment. “Two Decades of Pandemic War Games Failed to Account for Donald Trump” #DrTrump is no doctor #ScienceWorks
Trump Christianity™️
No. No! Nothing is worth having to meet Trump. Believe me.
Well, to be fair, Napoleon never met Trump.
Seriously? I mean, the lengths some people will go just to avoid having to meet Donald Trump!
Man, the things some people will do to get out of having to meet Donald Trump....
Thank you. I disagree with how the media frames what trump says, and after watching the Swan interview I physically threw up at Swan’s attitude. I’m so tired of the elitist leftists who are all “cultured and intelligent” “running circles around dumb trump”
President Donald Trump is returning to the Buckeye State for the first time since the coronavirus outbreak.
And even IF Trump wins people will riot and say he cheated. It’s disappooinrjng
Trump and staff are the only ones telling the truth at press conferences. Obama golfed way more than president Trump just not reported as much.
Nancy Pelosi calls out Andrea Mitchell for allowing another Trump media distraction
Protect and Defend the Constitution of the United States of America. The media IS propaganda and has been for some time, but the proprietors of censorship and cancel culture is the left. CNN and NYT say that when Trump called out mail in voting-
from a “failed” Governor who was forced to amend his “Religious Reform Bill” by his own party. Had to take out all those discriminatory section that would never pass the Supreme Court. Failed Governor. Failed Tea Party leader. But #1 Trump ass kisser &amp; VP of sweeping bull crap
Okay so you say Trump loyalist as if he is the Emporer God Xerces from 300 who is going to do everything he can to stay in power. If the PMG supports Trump, and Trump ASKS him NOT to deliver shit, that is impeachable and a federal crime. How stupid do you think the POTUS is?
FYI Incase you didn’t read the article the ads were paid for, produced, &amp; posted by Evangelicals for Trump. Surely we would expect Evangelicals to both seek &amp; publish the truth. But, alas, they didn’t &amp; the ads came down. This is why we need to fact check. So we aren’t mislead!
Trump Organization next, please?
“The suit alleges that top NRA executives misused charitable funds for personal gain, awarded contracts to friends and family members, and provided contracts to former employees to ensure loyalty.”  NRA or Trump???  #NRA #Trump #TrumpCrimeFamily #NYAG
“The suit alleges that top NRA executives misused charitable funds for personal gain, awarded contracts to friends and family members, and provided contracts to former employees to ensure loyalty.”  NRA or Trump Organization???
Both Joe Biden and Donald Trump have the same weakness: Their mouth.   All they needed to do was shut up.
It also seems misleading video clips are being used by others.
Trump says windmill noise causes cancer   Trump says people should inject themselves with Clorox  Trump says he’s done the most for African Americans  Trump says the explosion in Beirut was an attack  #Trump says many things. Most of what he says are lies.
Trump says windmill noise causes cancer!
*Offer only good with proof of vote cast for Trump.  #COVID19 #CoronavirusVaccine #Trump
i don’t wanna vote for him. i don’t wanna vote for trump. what do I dooo? somebody decent PLZ run for president bc i need more options
It's called Adrenochrome and there's now a shortage since Trump decimated the child trafficking industry.....Yes there was a thing called a child trafficking industry
I’m confused here, what exactly did trump do to sabotage the USPS? As someone very familiar with the usps and the postal system in general it has always been terribly slow and inconsistent. From what I read, Trump just pointed this out and complained about it
The Trump campaign's latest contest is a scam. Here's proof.  by
It's called Adrenochrome and there's now a shortage since Trump decimated the child trafficking industry.....Yes there was a thing called a child trafficking industry
“Two Decades of Pandemic War Games Failed to Account for Donald Trump” Nobody thought US Leadership could fail so completely or turn against science the way #TrumpLies has. There was lots of planning readiness but it needed a President who cared
Exactly, and because he’s not being partisan Mike Pence considers Justice Roberts a “disappointment”. Imagine being Mike Pence and thinking someone with integrity is a disappointment because he isn’t adhering to the motto of blind servitude to all things Trump.
50% of white Americans would vote for Trump if election were held today
Trump Usual Nonsense™️
LeBron James Responds To Donald Trump Calling NBA Players Kneeling During The National Anthem
From  Trump says 'NASA was Closed &amp; Dead' before he took charge. That's not true
Republican Military Veterans Turn On Trump In New Attack Ad Airing On Fox News
Yeah but no one has showed him a video of trump being confused  he forgot his wife was standing next to him here.
I hate trump with all my heart
This is consequences of lying on twitter every night: Trump approval solid at 51%, 'producing results' in virus war
CONFIRMED: Twitter Official Who Announced Trump Campaign Account Suspension Is Former Kamala Harris Press Secretary
Trump is a demented, degenerate, and he should be in Jail. Right now DA's are getting information about his devious loan applications to a German Bank. I'm hoping Fraud Charges will be filed, so when he's finally gone in November, they can put him behind bars, once and for all.
Donald Trump’s campaign got suspended on Twitter
Media lies says the person who listens to “opinion” TV/radio without ever fact checking them! You might also try to independently verify statements coming from  Independent political fact checkers exist!
Judging trump by your own standards like most dems I see. Just cause y’all do it don’t mean Trump did
Sir, google social media sites and YouTube hv deleted over 300 ads by Trump. There kept in an archive.   Y'all need to stop this now
If you gotta lie to twitter users and say that twitter will kill yr ad to support Trump, (which America knows twitter is working for Dems) then either yr ads are not very good or lying comes natural to yall and not being seen enough
Which tweet did the “thought police” remove from Team Trump?
Lol. Hey meidas touch, YR ads working. Now voters approve of Trumps corona strategy. Lol. Keep them coming ABC/Ipsos poll found a majority of Americans approve of the way Trump is managing the coronavirus crisis and 55 percent approve of the way he responded
Facebook Removes a Coronavirus Disinformation Post From Trump for the First Time Ever; Twitter Temporarily Bans ‘Team Trump’ Account for Same Lies
Trump Sues Nevada to Stop Voting by Mail. Here's Why his Suit will Fail.  via
The fact Republicans are not on every media station talking about how fraudulent it is and corrupt for twitter to ban Trump ads for the election
Donald Trump is willing to sacrifice Kanye West to remain President. This Presidential campaignby Kanye will further damage his mental wellbeing and help siphon voters away from Biden. The only person who wins in this scenario is Trump.
Stelt, your known as media's biggest liar. And to try and fix this you try and twist Trump statements into wt u need to accuse him of anything u can.   TRUMPS APPROVAL RATING HAS CLIMNED 7 PTS TO 51% NOW. SO KEEP LYING AND YOU WILL HV TRUMP IN THE 60% RANGE IN NO TIME
Hey PONZI SCHEME, all yr fake tweets that are based on Dem talking points and lies, they are revealing to voters.   Trump Hits 51 Percent Approval, 7 Points Higher Than Obama on Same Day in 2012:  Lol.
For your entertainment! My newest mini-video..... DEATH Loves Trump! Keep up the good fight!
For your entertainment! My newest mini-video..... DEATH Loves Trump! Keep up the good fight!
Hey Don, oh yeah, keep up the BS and misleading regarding President. Each day voters get to see all those who R taking away thier vote  Trump Hits 51 Percent Approval, 7 Points Higher Than Obama on Same Day in 2012:
For your entertainment! My newest mini-video..... DEATH Loves Trump! Keep up the good fight!
Hey Don, you moron, voters know that twitter has been helping by manipulating anything conservative or Repub to not be seen or trend, and COLLUDING with Dems, allowing lies about Trump. So quit with the fake anger.  Keep reading
For your entertainment! My newest mini-video..... DEATH Loves Trump! Keep up the good fight!
For your entertainment! My newest mini-video..... DEATH Loves Trump! Keep up the good fight!
Trump broke Jim
Trump Donors: Don't Be Don's Next Con  via
NEW AD: Republican Vets Against Trump  via
Why does the media keep giving Trump’s administration airtime? Can we stop blaring their lies and start amplifying facts?
Did Obama and Biden order Comey to illegally investigate Trump Campaign
🌿And so will  and his district. Even if he manages to turn out his nutjob base to vote for him again, he will be serving under a Democratic President. No more Trump Hotel romps!
So let me get this straight, NY AG James is worried about Trump &amp; Deutsche Bank AGAIN? Why don’t you try cleaning up the shith0le called New York?!?   Election theatre   It never stops   😂  #ConsequencesForTrump
God's day❤ gods love and blessings🙏 goda😘 fb FD😍 Obama and blessings and prayers for you and love your family and blessings🙏 Trump🙏 pence and your beautiful love😍trumpScanned_2 Dea
No one is better off today than 3 years ago. Republicans and Democrats are living in the world Trump created. I hope all those that back him now know they have all the dead bodies from COVID on their watch.
Vote For Kanye and You're Voting For Trump | West's candidacy is so clearly part of the president*’s re-election campaign that it should fool nobody.  is #TrumpsBitch
The American people are paying for his Hate rallies. We need a VP that is strong and smart who is not afraid to speak up. Trump will use all of the taxpayers money to run for re-election. Please keep this front and center. Who is better off today than 3 years ago?
‘Sign of desperation’: Trump slammed for ‘anti-religious bigotry’ over new attack ad showing Biden praying in a church
'It’s not cute anymore': Republicans suddenly realize Trump sucks
Looks like Trump’s dreams.
I figured that out immediately.  He’s just another crybaby Trump hater 🤣
When asked, Trump still can't name a single specific thing he wants to accomplish in a second term
You fuckin trump? 👀
Donald Trump’s niece says he should face criminal charges over coronavirus response | ‘When we get out of this nightmare, there has to be a reckoning like we’ve never seen before in this country,’ says Mary Trump
Bye Trump
Let's Talk Trump's Appointment of Postmaster General DeJoy and the Eleme...  via
You also thought that Hillary would be president today. Trump is going to win in a landslide. Biden is a shell of a man and has no appeal whatsoever and he hasn't even announced who his VP pick that will chase away supporters. See you sky-screaming again in 90 days or so
Trump has called out our Louisiana Govenor on National news. It’s time we join him!  MEET ME AT THE MANSION this Saturday 9am! #icantbreathe  #savelouisiana
No, that would be Biden’s campaign! TRUMP 2020🇺🇸
What planet do you live on! #ObamaGateIsReal TRUMP 2020🇺🇸
Whoever this dude on Fox News talking now is lying. He said “Trump called what happened in Beirut was a bombing”   Trump said “It was an attack of some sort”   I don’t recall the word “Bomb” being used, might have missed it
You must be kidding! TRUMP 2020🇺🇸
There will be more nightmares if trump wins. A vote for other candidates is a vote for the skeazebag orangutan.
Some RINO that hates Trump
Trump is a conman. Lying is his talent. I'm sick and tired of his freakin lying. He has to go. When every sentence he speaks contains a mistruth, or, another lie. Send him away so he can Golf all he wants. If he has enough money to do that once the taxman gets his due.
Donald Trump: The anti-anti-racism President*.
Stuttering or some form of dementia is not the point and can only be determined by medical professionals.  Attacking someone for asking a legitimate question of a presidential candidate is not a good look.  When Trump does it (and he does), all hell breaks loose.
Thinking about debates between the two reminded me of when my 14-yo was matched against a 6-yo phenom in junior tennis years ago. The 14-yo can’t win - either beats or loses to a little kid. I’m just not sure who’s the teenager and who’s the 6-yo between Trump and Biden 😂.
“This is a full, concerted effort by the entire Trump administration and, crucially, the Republican party … to undermine the legitimacy of the election.”  via
#Trump’s followers got the message. One tried to kill #Soros himself. Another massacred 11 Jews in a Pittsburgh synagogue. And yet, he continues to spread this deadly slander. We’re at a dangerous moment in America. Donald Trump must go!  #Antisemitism #Antifa #AmericaOrTrump
#Trump once again turns to #antisemitism and one of most dangerous tropes: the “International Jew,” in this case accusing #Soros of funding #Antifa. Last time he accused him of funding the “caravans” that were allegedly coming to destroy America. #AmericaOrTrump
Republicans are desperately pretending Trump's interview on "Axios on HBO" doesn't exist. But it does. Watch 30+ minutes of pure train wreck.
“We’re last! Meaning we’re first!” God bless daddy Trump  #Failure
Trump did something nice for Joe Biden...
Neil Young sues Trump for unauthorized use of his music during ‘un-American campaign of ignorance and hate’
Oregon Senator Ron Wyden says Trump deployed 'secret police' in Portland to provoke violence for campaign ads
Welp....your daddy nominated Sarah Palin, who implied that Barack Obama wasn't a real American; and he defended Donald Trump and his policies even when the latter went openly White Nationalist.  Of course, the GOTP would bring back Sheriff Joe.  #WhiteSupremacyMatters
Environmental groups sue Trump administration to protect Gulf of Mexico Bryde's whale
“Donald Trump’s Attempt to Obscure the Reality of the Coronavirus Pandemic Is Getting Comical | The New Yorker”
“Anger at Trump over his COVID-19 lies flares up in the obituaries”
Environmental and conservation groups have filed a lawsuit against federal agencies claiming the Trump administration has missed deadlines to protect an endangered Gulf of Mexico whale.
That moment during the presser today when the reporter said unprecedented in regards to the illegal biz of taking funds from a tiktok sale, and tRump began answering and paused to say did you say impressive and she corrected him 😂
Trump really funny 😂
Obama so funny funny gay ha😂Scanned movies Donald Trump
Everything will be sweeter, life will have meaning again. And we won't have to worry about that dumbass Trump anymore.
I’ll listen to the “Generals” that briefed Trump, not 3 - USDD officials”
Thanks to the mayor of Atlanta  for Nationally  Saying Trump Haven't  did anything  for the African American  Community. And he need to stop his bull shit lies.." Actually  the Black  Caucus  need to step up.and check Trump about  this crap. because thats all BS.
the axios interview is scary because it displayed trump's lack of initiative to solve problems
Have they created a Biden deepfake for the Presidential debates yet? No way he gets on stage with Trump, they’d have to inject amphetamines and cocaine into him before the debates #HighDoses
LOL. YES PRES TRUMP IS LAUGHING RIGHT NOW, SO ARE VOTERS. 50% approval overall(personal best) 52% handling covid19,  LOL.   #TrumpIsALaughingStock
What world are you living in?  Trump &amp; Co botched testing so bad States have had to band together to solve the massive shortage in testing... just today this makes headlines... #lalege #lagov
“It is what it is.”  “I don’t take responsibility at all.”  —The President* of the United States  #Trump #coronavirus #COVID19  #TrumpVirus
I can't tell if Trump has Dimensia, Aspergers, or is just a complete sociopath.   I'm putting my money across the board on the trifecta.
The biggest Trump financial mystery? Where he came up with the cash for his Scottish resorts.  via
With Trump, there is no bottom.
All thanks to #MoscowMitch and Donald tRump. They could give a damn about all the Americans they are making homeless, but they don't.
LOL. YALL STILL TRYING FAKE POLLS, 2016 HRC WAZ REALLY RUNNING AWAY WITH IT HUH, LOL. FACT: TRUMP AT 48-51% NOW AND I DON'T GIVE A SHIT BT BIDEN
Yeah yeah PONZI SCHEME guy.  Does yr fledgling website show that TRUMP is at 50% approval and 51% for Covid19?;  Nope, so keep making shit up so more voters will think yr trying help Democrats and that is slap in face for Americans tht take voting as a sacred duty.
Let trump be chum!
I found the interviewer to be very respectful. Trump is just that much of a laughingstock.
Confused Trump can't understand how many Americans are dying of coronavirus in shocking interview
Trump has something to do with this
If U Ever Want To Be Save &amp; U Black Just Say This “I Fuck With Donald Trump” Ima Send Help Fast
Trump goes viral after mispronouncing Yosemite
WATCH LIVE:
If you're trying to convince us Trump Supporters to jump ship. Well go pound Sand😎 😂😂
Ah that proves nothing everybody wanted a picture with Trump 😂 they still do today. Everybody wanted his money 💰 raper's sang songs about being like Trump. 🤣😂
That’s his (Trump’s) problem.... he doesn’t listen
I wish I didn’t watch that axios interview this morning. I’ve been pissed off ever since and my head hurts......Trump is a fucking moron and that 37 minute interview is PROOF
Trump was talking about banning tiktok because China made it and they was using it to get information out of our phones when you have it on ya phone. I think Microsoft bought it so now it won’t be banned
Wanna know what's weirder than that mushroom cloud, Fox news is the only one talking about it rn... It was on MSNBC for a min, but CNN, and MSNBC are on to Trump and Isaias.
Oh, we know you'd be covering it if Joe said it.  By the way, how many articles have you written about Ivanka and others' use of private email for gov't business?  How many about Trump's health?
The Deep State will get rid of Trump-HOAX China will retaliate for trade wars-HOAX  Spring breakers and Americans populating beaches will cause widespread COVID19 cases-HOAX Lancet Hydroxychloroquine-HOAX Defund the Police-HOAX
Claims Hydroxychloroquine can’t be used because of side effects, not approved and doesn’t work-HOAX. Call GF rioters peaceful protesters-HOAX Will loose 8 million jobs-HOAX Biden is ahead in polls and will beat Trump-HOAX America wants more Progressive Policies-HOAX
CNN lies! Hillary will beat Trump-HOAX  Russia Collusion-HOAX Ukraine Quid Pro Quo-HOAX Impeachment-HOAX Mueller Report-HOAX Kavanaugh Abuse-HOAX Gen Flynn Guilty-HOAX Apply 25th Amendment-HOAX Bank of China-HOAX Covington Kids-HOAX Don Jr Wikileaks-HOAX MSM Spygate-HOAX
Neil Young Posts Lawsuit Against Trump Campaign Over Song Usage  via
Before the end of the day it will be Trump Drops Nuke..
The first thing that came to Trump’s mind when asked about John Lewis, a civil rights leader, was “he never came to my inauguration.” Y’all this man is a cartoonish supervillain. Cmon.
“Yo, Semites.” Clearly Donald has an, ummm... well, an unusual way of greeting Jews.  #Trump #YoSemites
Clearly Trump Industries has a ways to go yet to make their new line of Trump Robots™️ truly lifelike.
Postal union leader warns Trump assault on USPS and mail-in voting puts nation on ‘dangerous path toward dictatorship’
Trump broke Bill and the weekly standard
#TRUMP 2020: They are dying. That’s true. And it is what it is!!!  #ItIsWhatItIs
I bet trump won’t even say happy birthday to Obama that man don’t like us
I'm pretty sure the real reason Trump hates TikTok is because he found out his assistant could not print out videos and expect them to move.
Trump tactics/he’s not president material
It's simple really.  Open up the economy.  Get out of the way of the private citizen.  If you'd minimize government interference in our lives, we'll take care of the rest.  It's what we hired YOU...and TRUMP...to do.  Drain the damn swamp and let America grow!
Swan: "Look at S. Korea for example. 51M population, 300 deaths." Trump: "You don't know that." S: "I do." T: "You don't know that." S: "You think they're faking their statistics?" T: "Uhhhh...I won't get into that because I have a very good relationship..."  301 deaths.
Trump refers to the rising U.S. death toll as “it is what it is”. He used the same phrase with Chris Wallace. 150,000 dead. “It is what it is.” A line that would be career-ending for any other elected politician. And he’s said it twice.
They vanish like that immigrant caravan in South America that Trump played up, only to disappear after the last elections ?
